# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label	X/East	Y/North	Z/Altitude
DSC01443_geotag.JPG	13.630833	58.465541	275.670000
DSC01444_geotag.JPG	13.630548	58.465448	275.540000
DSC01445_geotag.JPG	13.630272	58.465351	275.640000
DSC01446_geotag.JPG	13.629996	58.465257	275.730000
DSC01447_geotag.JPG	13.629789	58.465185	275.790000
DSC01448_geotag.JPG	13.629506	58.465086	275.770000
DSC01449_geotag.JPG	13.629218	58.464985	275.700000
DSC01450_geotag.JPG	13.628934	58.464887	275.700000
DSC01451_geotag.JPG	13.628646	58.464789	275.790000
DSC01452_geotag.JPG	13.628417	58.464706	272.320000
DSC01453_geotag.JPG	13.628432	58.464701	265.600000
DSC01454_geotag.JPG	13.628433	58.464708	261.320000
DSC01455_geotag.JPG	13.628413	58.464700	256.100000
DSC01456_geotag.JPG	13.628400	58.464695	250.940000
DSC01457_geotag.JPG	13.628399	58.464694	245.720000
DSC01458_geotag.JPG	13.628399	58.464695	243.070000
DSC01459_geotag.JPG	13.628400	58.464692	240.910000
DSC01460_geotag.JPG	13.628393	58.464686	238.750000
DSC01461_geotag.JPG	13.628376	58.464678	236.630000
DSC01462_geotag.JPG	13.628356	58.464667	233.720000
DSC01463_geotag.JPG	13.628348	58.464664	229.610000
DSC01464_geotag.JPG	13.628352	58.464667	224.740000
DSC01465_geotag.JPG	13.628352	58.464668	219.830000
DSC01466_geotag.JPG	13.628348	58.464667	214.970000
DSC01467_geotag.JPG	13.628316	58.464655	210.020000
DSC01468_geotag.JPG	13.628267	58.464630	205.160000
DSC01469_geotag.JPG	13.628267	58.464630	200.250000
DSC01470_geotag.JPG	13.628269	58.464632	196.520000
DSC01471_geotag.JPG	13.628271	58.464631	191.550000
DSC01472_geotag.JPG	13.628266	58.464627	186.690000
DSC01473_geotag.JPG	13.628267	58.464629	181.670000
DSC01474_geotag.JPG	13.628270	58.464630	176.690000
DSC01475_geotag.JPG	13.628255	58.464623	171.720000
DSC01476_geotag.JPG	13.628215	58.464618	166.630000
DSC01477_geotag.JPG	13.628187	58.464619	162.670000
