2431,   453,
DSC01104_geotag.JPG,773,4454,-1,0,718,-0,-1,2384,0,0,1,2,3,100,99,
DSC01105_geotag.JPG,842,4402,-1,0,793,-0,-1,2322,0,0,1,1,3,100,4,
DSC01106_geotag.JPG,862,4342,-1,0,813,-0,-1,2267,0,0,1,2,1,4,100,
DSC01107_geotag.JPG,887,4302,-1,0,839,-0,-1,2221,0,0,1,5,3,99,100,
DSC01108_geotag.JPG,886,4258,-1,0,847,-0,-1,2186,0,0,1,4,6,98,99,
DSC01109_geotag.JPG,891,4161,-1,0,859,-0,-1,2100,0,0,1,5,7,97,98,
DSC01110_geotag.JPG,900,4017,-1,0,870,-0,-1,1971,0,0,1,6,8,96,95,
DSC01111_geotag.JPG,870,3911,-1,0,846,-0,-1,1850,0,0,1,7,9,95,96,
DSC01112_geotag.JPG,903,3814,-1,0,871,-0,-1,1746,0,0,1,10,94,8,93,
DSC01113_geotag.JPG,928,3729,-1,0,902,-0,-1,1662,0,0,1,9,11,93,94,
DSC01114_geotag.JPG,971,3665,-1,0,942,-0,-1,1593,0,0,1,12,10,92,93,
DSC01115_geotag.JPG,982,3585,-1,0,960,-0,-1,1519,0,0,1,13,11,91,92,
DSC01116_geotag.JPG,1008,3515,-1,0,983,-0,-1,1453,0,0,1,12,14,90,89,
DSC01117_geotag.JPG,1023,3413,-1,0,996,-0,-1,1344,0,0,1,13,15,89,88,
DSC01118_geotag.JPG,1024,3307,-1,0,987,-0,-1,1230,0,0,1,14,16,88,87,
DSC01119_geotag.JPG,1014,3234,-1,0,969,-0,-1,1165,0,0,1,17,15,87,86,
DSC01120_geotag.JPG,1027,3162,-1,0,982,-0,-1,1077,0,0,1,16,18,86,87,
DSC01121_geotag.JPG,1040,3098,-1,0,990,-0,-1,1003,0,0,1,19,17,85,86,
DSC01122_geotag.JPG,1052,3029,-1,0,998,-0,-1,942,0,0,1,20,18,84,85,
DSC01123_geotag.JPG,1084,2950,-1,0,1033,-0,-1,864,0,0,1,21,19,83,82,
DSC01124_geotag.JPG,1096,2898,-1,0,1055,-0,-1,810,0,0,1,20,22,82,81,
DSC01125_geotag.JPG,1105,2820,-1,0,1055,-0,-1,736,0,0,1,21,23,81,82,
DSC01126_geotag.JPG,1102,2754,-1,0,1044,-0,-1,667,0,0,1,22,24,80,81,
